# index, meta, _pos
7024,http://www.google.com/intl/km/help/faq.html,"array([ -2.26827321, -10.58602239])"
7025,http://www.google.com/intl/km/help/faq_translation.html,"array([ -2.15860719, -10.25720232])"
7026,http://www.google.com/intl/km/help/pbremoval.html,"array([ -1.9506044 , -10.62084197])"
7027,http://www.google.com/intl/km/help/operators.html,"array([ -2.20250056, -10.24509724])"
7028,http://www.google.com/intl/km/help/cheatsheet.html,"array([-1.39113659, -9.34332223])"
7029,http://www.google.com/intl/km/holidaylogos00.html,"array([ -1.50609254, -11.36502719])"
7030,http://www.google.com/intl/km/holidaylogos01.html,"array([ -1.58244663, -11.29718442])"
7031,http://www.google.com/intl/km/holidaylogos03.html,"array([ -1.63853559, -11.31818117])"
7032,http://www.google.com/intl/km/holidaylogos04.html,"array([ -1.70703791, -11.18750651])"
7033,http://www.google.com/intl/km/holidaylogos05.html,"array([ -1.59126626, -11.36696297])"
7034,http://www.google.com/intl/km/holidaylogos99.html,"array([ -1.70085683, -11.27103909])"
7035,http://www.google.com/intl/km/mentalplex/MP_faq.html,"array([ -1.38324572, -11.42693261])"
7036,http://www.google.com/intl/km/mentalplex/MP_illustrations.html,"array([ -1.40327077, -11.45418724])"
7037,http://www.google.com/intl/km/mentalplex/MP_results.html,"array([ -1.17798307, -11.28388893])"
7038,http://www.google.com/intl/km/jobs.html,"array([ -1.48184109, -11.12034244])"
7039,http://www.google.com/intl/km/jobs/international.html,"array([ -1.97370736, -10.7470108 ])"
7040,http://www.google.com/intl/km/jobs/working.html,"array([ -1.92682133, -10.93221201])"
7041,http://www.google.com/intl/km/jobs/openingsintl.html,"array([ -1.90596251, -10.72236793])"
7042,http://www.google.com/intl/km/jobs/meet.html,"array([ -1.90725634, -11.12369329])"
7043,http://www.google.com/intl/km/jobs/reasons.html,"array([ -1.84598036, -11.0715701 ])"
7044,http://www.google.com/intl/km/permissions/,"array([ -2.24357618, -11.06762778])"
7045,http://www.google.com/intl/km/permissions/brand_terms.html,"array([ -2.38397973, -11.13677545])"
7046,http://www.google.com/intl/km/permissions/guidelines.html,"array([ -2.43972142, -11.06331686])"
7047,http://www.google.com/intl/km/permissions/promotion.html,"array([ -2.26201952, -10.99315089])"
7048,http://www.google.com/intl/km/permissions/request.html,"array([ -2.40060798, -11.14996882])"
7049,http://www.google.com/intl/km/press/annc/codejam06finals.html,"array([ -2.85945219, -11.26940033])"
7050,http://www.google.com/intl/km/press/annc/gsa_newfeatures.html,"array([ -2.78691254, -11.3175888 ])"
7051,http://www.google.com/intl/km/press/awards.html,"array([ -2.75441259, -11.44388549])"
7052,http://www.google.com/intl/km/press/descriptions.html,"array([ -2.91277313, -11.01052213])"
7053,http://www.google.com/intl/km/press/guides.html,"array([ -2.74316684, -11.41540744])"
7054,http://www.google.com/intl/km/press/images.html,"array([ -2.86287743, -11.37122435])"
7055,http://www.google.com/intl/km/press/podium.html,"array([ -2.63521205, -11.49981339])"
7056,http://www.google.com/intl/km/press/zeitgeist.html,"array([ -2.54635436, -12.05579979])"
7057,http://www.google.com/intl/km/press/pressrel/pressrelease38.html,"array([ -2.87755158, -11.27435837])"
7058,http://www.google.com/intl/km/press/factorytour.html,"array([ -2.7083873 , -11.55633592])"
7059,http://www.google.com/intl/km/press/intl-zeitgeist.html,"array([ -2.48127882, -12.22860431])"
7060,http://www.google.com/intl/km/press/zeitgeist/archive.html,"array([ -2.59730178, -11.81260519])"
7061,http://www.google.com/intl/km/press/zeitgeist_monthly.html,"array([ -2.37202726, -12.11104221])"
7062,http://www.google.com/intl/km/press/podium/ana.html,"array([ -2.17517655, -11.84345495])"
7063,http://www.google.com/intl/km/press/podium/brin.html,"array([ -1.96567556, -11.74776609])"
7064,http://www.google.com/intl/km/press/podium/eric.html,"array([ -2.00859821, -11.77110229])"
7065,http://www.google.com/intl/km/press/pressday.html,"array([ -2.7663552 , -11.55922859])"
7066,http://www.google.com/intl/km/press/testimonials/archive.html,"array([ -3.07138492, -11.79199555])"
7067,http://www.google.com/intl/km/privacy_faq.html,"array([ -3.55885873, -10.53225   ])"
7068,http://www.google.com/intl/km/privacypolicy.html,"array([ -3.44272742, -10.46546984])"
7069,http://www.google.com/intl/km/privacy_archive.html,"array([ -3.59681438, -10.50550281])"
7070,http://www.google.com/intl/km/services/terms_free.html,"array([ -2.71187019, -11.43982497])"
7071,http://www.google.com/intl/km/wireless/,"array([ -2.33124217, -12.42819858])"
7072,http://www.google.com/intl/km/services/free.html,"array([ -2.4051774 , -11.81018392])"
7073,http://www.google.com/intl/km/appliance/,"array([ -2.29292412, -12.55002301])"
7074,http://www.google.com/intl/km/services/siteflavored.html,"array([ -2.43072337, -11.74301632])"
7075,http://www.google.com/intl/km/services/free_search_guidelines.html,"array([ -3.36549434, -12.15390022])"
7076,http://www.google.com/intl/km/services/silver_gold.html,"array([ -2.41472536, -11.72988096])"
7077,http://www.google.com/intl/kn/about.html,"array([ -2.49843306, -10.11587288])"
7078,http://www.google.com/intl/kn/Easter/credit.html,"array([-2.05914965, -9.23249987])"
7079,http://www.google.com/intl/kn/holidaylogos.html,"array([-2.09560556, -9.76329404])"
7080,http://www.google.com/intl/kn/Easter/feature_easter.html,"array([-2.05814262, -9.69547711])"
7081,http://www.google.com/intl/kn/ads/,"array([ -1.95311332, -10.57642039])"
7082,http://www.google.com/intl/kn/contact/,"array([ -2.70953167, -10.41343213])"
7083,http://www.google.com/intl/kn/corporate/,"array([ -3.44188135, -10.63146379])"
7084,http://www.google.com/intl/kn/help/features.html,"array([ -2.56390966, -10.3348226 ])"
7085,http://www.google.com/intl/kn/jobs/,"array([ -2.40640958, -10.15358787])"
7086,http://www.google.com/intl/kn/options/,"array([ -2.92756062, -10.41819997])"
7087,http://www.google.com/intl/kn/plex/,"array([ -2.13886901, -10.04509304])"
7088,http://www.google.com/intl/kn/press/,"array([ -2.60884083, -10.79688631])"
7089,http://www.google.com/intl/kn/privacy.html,"array([ -3.22028178, -10.09028509])"
7090,http://www.google.com/intl/kn/services/,"array([ -2.1473041 , -10.84894989])"
7091,http://www.google.com/intl/kn/submit_content.html,"array([-1.79901767, -9.46642155])"
7092,http://www.google.com/intl/kn/terms_of_service.html,"array([ -3.22942492, -10.37620883])"
7093,http://www.google.com/intl/kn/contact/newsletter.html,"array([-2.69921749, -9.82466339])"
7094,http://www.google.com/intl/kn/contact/rate_advertiser.html,"array([ -2.83251284, -10.1436505 ])"
7095,http://www.google.com/intl/kn/contact/security.html,"array([-2.69764517, -9.86623441])"
7096,http://www.google.com/intl/kn/contact/success.html,"array([-2.82035811, -9.89671722])"
7097,http://www.google.com/intl/kn/sitemap.html,"array([ -2.65300426, -10.50230296])"
7098,http://www.google.com/intl/kn/press/testimonials.html,"array([ -2.98863902, -10.51088332])"
7099,http://www.google.com/intl/kn/corporate/address.html,"array([ -3.65623015, -10.76514616])"
7100,http://www.google.com/intl/kn/corporate/business.html,"array([ -3.50097782, -10.87430618])"
7101,http://www.google.com/intl/kn/corporate/culture.html,"array([ -3.54171989, -10.81089658])"
7102,http://www.google.com/intl/kn/corporate/execs.html,"array([ -3.37085326, -10.66517823])"
7103,http://www.google.com/intl/kn/corporate/facts.html,"array([ -3.36309825, -10.85962588])"
7104,http://www.google.com/intl/kn/corporate/features.html,"array([ -3.5993768 , -10.73669876])"
7105,http://www.google.com/intl/kn/corporate/history.html,"array([ -3.23473164, -10.79877478])"
7106,http://www.google.com/intl/kn/corporate/nopopupads.html,"array([ -3.5015359 , -10.68517657])"
7107,http://www.google.com/intl/kn/corporate/software_principles.html,"array([ -3.35225265, -10.60695463])"
7108,http://www.google.com/intl/kn/corporate/tech.html,"array([ -3.50000671, -10.55633666])"
7109,http://www.google.com/intl/kn/corporate/tenthings.html,"array([ -3.4723054 , -10.82732476])"
7110,http://www.google.com/intl/kn/corporate/mather_bio.html,"array([ -3.67769762, -10.7673852 ])"
7111,http://www.google.com/intl/kn/press/pressrel/ceo.html,"array([ -3.02562942, -10.6804933 ])"
7112,http://www.google.com/intl/kn/customlogos.html,"array([-2.10733038, -9.80076368])"
7113,http://www.google.com/intl/kn/stickers.html,"array([-2.08287748, -9.86495851])"
7114,http://www.google.com/intl/kn/doodle.html,"array([-1.44796134, -9.712895  ])"
7115,http://www.google.com/intl/kn/doodle11.html,"array([-1.70712312, -9.4838494 ])"
7116,http://www.google.com/intl/kn/doodle3.html,"array([ -1.67785458, -10.39114904])"
7117,http://www.google.com/intl/kn/doodle4.html,"array([-1.69876783, -9.72387499])"
7118,http://www.google.com/intl/kn/faq_freewebsearch.html,"array([ -2.37082163, -10.84085847])"
7119,http://www.google.com/intl/kn/searchcode.html,"array([ -2.339867  , -10.85907914])"
7120,http://www.google.com/intl/kn/services/websearch.html,"array([ -2.33657917, -11.00518356])"
7121,http://www.google.com/intl/kn/faq_silvergold.html,"array([ -2.53187375, -10.79850338])"
7122,http://www.google.com/intl/kn/heart/credit01.html,"array([ -1.488713  , -10.03672906])"
7123,http://www.google.com/intl/kn/heart/feature_cons.html,"array([-1.13717861, -8.94522064])"
7124,http://www.google.com/intl/kn/heart/credit.html,"array([-0.72095647, -8.38247817])"
7125,http://www.google.com/intl/kn/heart/heart01.html,"array([-2.05743622, -9.80735851])"
7126,http://www.google.com/intl/kn/help/,"array([-2.8936387 , -9.98486669])"
7127,http://www.google.com/intl/kn/help/basics.html,"array([ -2.54627108, -10.0103193 ])"
7128,http://www.google.com/intl/kn/help/customize.html,"array([ -2.43434303, -10.21120582])"
7129,http://www.google.com/intl/kn/help/interpret.html,"array([ -2.6070856 , -10.07438102])"
7130,http://www.google.com/intl/kn/help/nopopupads.html,"array([ -2.67808618, -10.24238978])"
7131,http://www.google.com/intl/kn/help/refinesearch.html,"array([-2.43242329, -9.93276758])"
7132,http://www.google.com/intl/kn/help/faq.html,"array([-2.59573035, -9.87167602])"
7133,http://www.google.com/intl/kn/help/faq_translation.html,"array([-2.52629535, -9.83640441])"
7134,http://www.google.com/intl/kn/help/pbremoval.html,"array([ -2.08830023, -10.22758173])"
7135,http://www.google.com/intl/kn/help/operators.html,"array([ -2.41440104, -10.00629174])"
7136,http://www.google.com/intl/kn/help/cheatsheet.html,"array([-2.0937082 , -8.84091252])"
7137,http://www.google.com/intl/kn/holidaylogos00.html,"array([-1.85035095, -9.86808035])"
7138,http://www.google.com/intl/kn/holidaylogos01.html,"array([-2.0061908 , -9.91872341])"
7139,http://www.google.com/intl/kn/holidaylogos03.html,"array([-2.00189134, -9.95120325])"
7140,http://www.google.com/intl/kn/holidaylogos04.html,"array([ -2.00985921, -10.07790897])"
7141,http://www.google.com/intl/kn/holidaylogos05.html,"array([-1.97133904, -9.95818961])"
7142,http://www.google.com/intl/kn/holidaylogos99.html,"array([-2.10192714, -9.91370226])"
7143,http://www.google.com/intl/kn/mentalplex/MP_faq.html,"array([-1.89092342, -9.68789605])"
7144,http://www.google.com/intl/kn/mentalplex/MP_illustrations.html,"array([-1.86455575, -9.70558045])"
7145,http://www.google.com/intl/kn/mentalplex/MP_results.html,"array([-1.61906865, -9.55208333])"
7146,http://www.google.com/intl/kn/jobs.html,"array([-2.06403647, -9.76912281])"
7147,http://www.google.com/intl/kn/jobs/international.html,"array([ -2.14328936, -10.08285786])"
7148,http://www.google.com/intl/kn/jobs/working.html,"array([ -2.17697232, -10.01175579])"
7149,http://www.google.com/intl/kn/jobs/openingsintl.html,"array([ -2.01660608, -10.32152947])"
7150,http://www.google.com/intl/kn/jobs/meet.html,"array([-2.27888806, -9.92440247])"
7151,http://www.google.com/intl/kn/jobs/reasons.html,"array([-2.298644  , -9.90408839])"
7152,http://www.google.com/intl/kn/permissions/,"array([ -2.35587613, -10.59664373])"
7153,http://www.google.com/intl/kn/permissions/brand_terms.html,"array([ -2.55432782, -10.83411182])"
7154,http://www.google.com/intl/kn/permissions/guidelines.html,"array([ -2.56229263, -10.73149958])"
7155,http://www.google.com/intl/kn/permissions/promotion.html,"array([ -2.5932948 , -10.75876013])"
7156,http://www.google.com/intl/kn/permissions/request.html,"array([ -2.56113495, -10.71017689])"
7157,http://www.google.com/intl/kn/press/annc/codejam06finals.html,"array([ -3.01798859, -10.71356789])"
7158,http://www.google.com/intl/kn/press/annc/gsa_newfeatures.html,"array([ -2.98055255, -10.78297205])"
7159,http://www.google.com/intl/kn/press/awards.html,"array([ -2.98174479, -10.49453479])"
7160,http://www.google.com/intl/kn/press/descriptions.html,"array([ -3.08249378, -10.53886104])"
7161,http://www.google.com/intl/kn/press/guides.html,"array([ -2.95170166, -10.51514378])"
7162,http://www.google.com/intl/kn/press/images.html,"array([ -3.09920081, -10.62396449])"
7163,http://www.google.com/intl/kn/press/podium.html,"array([ -2.92919159, -10.36948333])"
7164,http://www.google.com/intl/kn/press/zeitgeist.html,"array([ -2.01435716, -11.28034311])"
7165,http://www.google.com/intl/kn/press/pressrel/pressrelease38.html,"array([ -2.85369029, -10.69336158])"
7166,http://www.google.com/intl/kn/press/factorytour.html,"array([ -3.03333181, -10.46587584])"
7167,http://www.google.com/intl/kn/press/intl-zeitgeist.html,"array([ -1.74266088, -11.21657983])"
7168,http://www.google.com/intl/kn/press/zeitgeist/archive.html,"array([ -2.15095712, -11.13111168])"
7169,http://www.google.com/intl/kn/press/zeitgeist_monthly.html,"array([ -1.77973294, -11.16288089])"
7170,http://www.google.com/intl/kn/press/podium/ana.html,"array([-2.55938216, -9.70554528])"
7171,http://www.google.com/intl/kn/press/podium/brin.html,"array([-2.63142252, -9.70235245])"
7172,http://www.google.com/intl/kn/press/podium/eric.html,"array([-2.58945451, -9.69683841])"
7173,http://www.google.com/intl/kn/press/pressday.html,"array([ -3.06914794, -10.45815481])"
7174,http://www.google.com/intl/kn/press/testimonials/archive.html,"array([ -2.66645992, -10.70563832])"
7175,http://www.google.com/intl/kn/privacy_faq.html,"array([ -3.51091381, -10.14494383])"
7176,http://www.google.com/intl/kn/privacypolicy.html,"array([ -3.47592102, -10.17485911])"
7177,http://www.google.com/intl/kn/privacy_archive.html,"array([ -3.58229477, -10.21322671])"
7178,http://www.google.com/intl/kn/services/terms_free.html,"array([ -2.79995429, -11.00420938])"
7179,http://www.google.com/intl/kn/wireless/,"array([ -1.2720629 , -10.89778195])"
7180,http://www.google.com/intl/kn/services/free.html,"array([ -2.00428609, -10.87914906])"
7181,http://www.google.com/intl/kn/appliance/,"array([ -1.11328584, -11.02811394])"
7182,http://www.google.com/intl/kn/services/siteflavored.html,"array([ -1.94309041, -10.94056739])"
7183,http://www.google.com/intl/kn/services/free_search_guidelines.html,"array([ -3.57106225, -11.82230221])"
7184,http://www.google.com/intl/kn/services/silver_gold.html,"array([ -2.01439035, -10.83658324])"
7185,http://www.google.com/intl/ko/about.html,"array([ -2.33853659, -11.91892772])"
7186,http://www.google.com/intl/ko/ads/,"array([ -2.13071489, -11.6006678 ])"
7187,http://www.google.com/intl/ko/options/,"array([ -2.16965163, -11.61878627])"
7188,http://www.google.com/intl/ko/.,"array([ -2.1583533 , -11.14878664])"
7189,http://www.google.com/intl/ko/add_url.html,"array([ -1.94663859, -11.83168791])"
7190,http://www.google.com/intl/ko/contact.html,"array([ -1.98572452, -11.63239871])"
7191,http://www.google.com/intl/ko/corporate/,"array([ -2.94916083, -11.88081415])"
7192,http://www.google.com/intl/ko/help/features.html,"array([ -1.82947454, -12.3659379 ])"
7193,http://www.google.com/intl/ko/jobs/,"array([ -2.88290906, -11.88734633])"
7194,http://www.google.com/intl/ko/logos.html,"array([ -1.83028678, -11.94613192])"
7195,http://www.google.com/intl/ko/options.html,"array([ -1.83733707, -12.43775217])"
7196,http://www.google.com/intl/ko/press/,"array([ -3.00575532, -11.81551625])"
7197,http://www.google.com/intl/ko/privacy.html,"array([ -1.91398904, -11.87317609])"
7198,http://www.google.com/intl/ko/searchcode.html,"array([ -1.91551629, -11.82529977])"
7199,http://www.google.com/intl/ko/terms.html,"array([ -2.12142531, -12.89614257])"
7200,http://www.google.com/intl/ko/why_use.html,"array([ -2.62108343, -11.96703074])"
7201,http://www.google.com/intl/ko/ads/overview.html,"array([ -1.91689147, -11.73666848])"
7202,http://www.google.com/intl/ko/remove.html,"array([ -1.91549394, -12.03538846])"
7203,http://www.google.com/intl/ko/ads/aw_faq.html,"array([ -1.86517507, -11.7146174 ])"
7204,http://www.google.com/intl/ko/ads/benefits.html,"array([ -1.86761337, -11.68201664])"
7205,http://www.google.com/intl/ko/ads/faq.html,"array([ -1.81971362, -11.68022346])"
7206,http://www.google.com/intl/ko/ads/indepth.html,"array([ -1.8453689 , -11.69110688])"
7207,http://www.google.com/intl/ko/ads/offices.html,"array([ -1.97631113, -11.43321362])"
7208,http://www.google.com/intl/ko/ads/preview.html,"array([ -1.80344154, -11.65787708])"
7209,http://www.google.com/intl/ko/ads/tips.html,"array([ -1.88373593, -11.70285267])"
7210,http://www.google.com/intl/ko/faq.html,"array([ -1.94396915, -11.8565939 ])"
7211,http://www.google.com/intl/ko/permissions/,"array([ -1.85075904, -11.86863411])"
7212,http://www.google.com/intl/ko/corporate/address.html,"array([ -3.01149855, -11.90294763])"
7213,http://www.google.com/intl/ko/corporate/execs.html,"array([ -2.96238352, -11.67640816])"
7214,http://www.google.com/intl/ko/corporate/mather_bio.html,"array([ -3.20867884, -11.7042036 ])"
7215,http://www.google.com/intl/ko/corporate/tech.html,"array([ -3.01866346, -11.876358  ])"
7216,http://www.google.com/intl/ko/corporate/tenthings.html,"array([ -2.93927558, -11.8215785 ])"
7217,http://www.google.com/intl/ko/corporate/business.html,"array([ -3.20525986, -11.55517624])"
7218,http://www.google.com/intl/ko/corporate/culture.html,"array([ -3.15318439, -11.63026076])"
7219,http://www.google.com/intl/ko/corporate/facts.html,"array([ -3.07825587, -11.43500863])"
7220,http://www.google.com/intl/ko/corporate/features.html,"array([ -3.16345858, -11.65913212])"
7221,http://www.google.com/intl/ko/corporate/history.html,"array([ -3.12215681, -11.28588012])"
7222,http://www.google.com/intl/ko/corporate/nopopupads.html,"array([ -3.08626773, -11.49443623])"
7223,http://www.google.com/intl/ko/corporate/software_principles.html,"array([ -3.14154138, -11.65648494])"
7224,http://www.google.com/intl/ko/press/pressrel/ceo.html,"array([ -2.97938281, -11.39741561])"
7225,http://www.google.com/intl/ko/corporate/timeline.html,"array([ -3.45335201, -12.24161127])"
7226,http://www.google.com/intl/ko/doodle11.html,"array([ -1.47693006, -11.86851919])"
7227,http://www.google.com/intl/ko/doodle3.html,"array([ -2.13316817, -12.06428719])"
7228,http://www.google.com/intl/ko/doodle4.html,"array([ -1.51723472, -11.8636031 ])"
7229,http://www.google.com/intl/ko/doodle7.html,"array([ -1.80621767, -12.10310167])"
7230,http://www.google.com/intl/ko/doodle8.html,"array([ -1.35590886, -11.71292694])"
7231,http://www.google.com/intl/ko/help.html,"array([ -2.60524478, -11.44807405])"
7232,http://www.google.com/intl/ko/help/basics.html,"array([ -2.21125244, -11.75870857])"
7233,http://www.google.com/intl/ko/help/interpret.html,"array([ -2.15401163, -11.66030084])"
7234,http://www.google.com/intl/ko/help/refinesearch.html,"array([ -2.16728658, -11.45581802])"
7235,http://www.google.com/intl/ko/help/,"array([ -1.76759532, -12.30056721])"
7236,http://www.google.com/intl/ko/help/calculator.html,"array([ -1.89461203, -11.92033406])"
7237,http://www.google.com/intl/ko/help/about.html,"array([ -1.53218958, -12.69459274])"
7238,http://www.google.com/intl/ko/help/faq_images.html,"array([ -2.17277697, -11.80118245])"
7239,http://www.google.com/intl/ko/holidaylogos00.html,"array([ -1.86692158, -12.00905964])"
7240,http://www.google.com/intl/ko/holidaylogos01.html,"array([ -1.78747203, -11.94141222])"
7241,http://www.google.com/intl/ko/holidaylogos03.html,"array([ -1.833031  , -11.98502563])"
7242,http://www.google.com/intl/ko/holidaylogos04.html,"array([ -1.76023254, -11.75210351])"
7243,http://www.google.com/intl/ko/holidaylogos05.html,"array([ -1.75395017, -11.81167585])"
7244,http://www.google.com/intl/ko/holidaylogos99.html,"array([ -1.85139513, -11.79495625])"
7245,http://www.google.com/intl/ko/jobs/openings.html,"array([ -2.63907859, -12.27956941])"
7246,http://www.google.com/jobs/positions.html,"array([ -2.94273171, -11.12524117])"
7247,http://www.google.com/intl/ko/options/universities.html,"array([ -0.49906014, -14.79398174])"
7248,http://www.google.com/univ/ko/acts,"array([ -0.81054482, -15.11291125])"
7249,http://www.google.com/univ/ko/ait,"array([ -0.77287897, -14.64776358])"
7250,http://www.google.com/univ/ko/ajou,"array([ -0.36389621, -15.29220706])"
7251,http://www.google.com/univ/ko/andong,"array([ -0.12801616, -14.63293907])"
7252,http://www.google.com/univ/ko/andong-c,"array([ -0.80796065, -15.30168556])"
7253,http://www.google.com/univ/ko/ansan,"array([ -0.44119967, -15.56992588])"
7254,http://www.google.com/univ/ko/ansantc,"array([ -0.3738192 , -14.78987105])"
7255,http://www.google.com/univ/ko/anyang,"array([ -0.53526378, -15.25888306])"
7256,http://www.google.com/univ/ko/asiau,"array([ -0.98603306, -15.33920984])"
7257,http://www.google.com/univ/ko/baewha,"array([  0.05557297, -14.75828063])"
7258,http://www.google.com/univ/ko/bible,"array([-1.44741826e-02, -1.52199365e+01])"
7259,http://www.google.com/univ/ko/bit,"array([ -0.0170093 , -14.42926655])"
7260,http://www.google.com/univ/ko/bjc,"array([ -0.22732408, -14.98427076])"
7261,http://www.google.com/univ/ko/bnue,"array([ -0.11329711, -15.22561419])"
7262,http://www.google.com/univ/ko/bucheon,"array([ -0.11856397, -15.48799449])"
7263,http://www.google.com/univ/ko/byuksung,"array([ -0.29050085, -15.48196469])"
7264,http://www.google.com/univ/ko/calvin,"array([ -0.06797681, -14.98358076])"
7265,http://www.google.com/univ/ko/cataegu,"array([ -0.0986223 , -14.57566861])"
7266,http://www.google.com/univ/ko/cau,"array([ -0.87765421, -15.01525871])"
7267,http://www.google.com/univ/ko/ccfs,"array([ -0.83036507, -14.82794639])"
7268,http://www.google.com/univ/ko/ccic,"array([ -0.3524248 , -15.38516802])"
7269,http://www.google.com/univ/ko/ccn,"array([ -0.45579   , -15.12256285])"
7270,http://www.google.com/univ/ko/cha,"array([ -0.64414503, -15.25062805])"
7271,http://www.google.com/univ/ko/changwon,"array([  0.26172771, -15.04293331])"
7272,http://www.google.com/univ/ko/changwon-c,"array([ -0.14478088, -15.43856299])"
7273,http://www.google.com/univ/ko/chc,"array([ -0.56380114, -15.34699136])"
7274,http://www.google.com/univ/ko/cheju,"array([  0.14203123, -14.67645363])"
7275,http://www.google.com/univ/ko/chinju,"array([ -0.86981346, -15.27705924])"
7276,http://www.google.com/univ/ko/chodang,"array([ -0.2737744, -15.2156286])"
7277,http://www.google.com/univ/ko/chonan,"array([ -0.4997061 , -15.47415783])"
7278,http://www.google.com/univ/ko/chonbuk,"array([ -0.21185066, -15.2306293 ])"
7279,http://www.google.com/univ/ko/chongju,"array([ -0.55918522, -14.83847054])"
7280,http://www.google.com/univ/ko/chongju-e,"array([ -0.75763474, -15.46198438])"
7281,http://www.google.com/univ/ko/chongshin,"array([ -0.75657941, -15.07005355])"
7282,http://www.google.com/univ/ko/chonnam,"array([ -0.06530942, -15.44728288])"
7283,http://www.google.com/univ/ko/choonhae,"array([ -0.29955393, -15.54570528])"
7284,http://www.google.com/univ/ko/chosun,"array([ -1.00597435, -14.8339581 ])"
7285,http://www.google.com/univ/ko/chosun-c,"array([  0.08602107, -14.86746687])"
7286,http://www.google.com/univ/ko/chugye,"array([ -0.49703787, -15.41545181])"
7287,http://www.google.com/univ/ko/chungbuk,"array([ -0.06177628, -15.19227872])"
7288,http://www.google.com/univ/ko/chungju,"array([ -0.12113006, -14.99514711])"
7289,http://www.google.com/univ/ko/chungkang,"array([ -0.53617818, -15.58092   ])"
7290,http://www.google.com/univ/ko/chungnam,"array([ -0.77017696, -14.56673499])"
7291,http://www.google.com/univ/ko/chunnam-c,"array([ -0.09044352, -15.10062243])"
7292,http://www.google.com/univ/ko/cjnc,"array([ -0.62918841, -14.80568337])"
7293,http://www.google.com/univ/ko/cnc,"array([ -0.41330545, -14.62766977])"
7294,http://www.google.com/univ/ko/cntc,"array([ -0.65255831, -15.45416558])"
7295,http://www.google.com/univ/ko/cnue,"array([ -0.10743743, -15.33987984])"
7296,http://www.google.com/univ/ko/csangji,"array([ -0.09870989, -14.69667335])"
7297,http://www.google.com/univ/ko/csc,"array([ -1.06814727, -15.06005961])"
7298,http://www.google.com/univ/ko/ctc,"array([ -0.23351466, -15.12218697])"
7299,http://www.google.com/univ/ko/ctech,"array([ -1.0595628 , -15.13486843])"
7300,http://www.google.com/univ/ko/cue,"array([  0.03920633, -15.21521886])"
7301,http://www.google.com/univ/ko/cuk,"array([ -0.06900046, -14.86585563])"
7302,http://www.google.com/univ/ko/cup,"array([ -0.69120271, -15.11511819])"
7303,http://www.google.com/univ/ko/cwunet,"array([ -0.17139938, -15.01474741])"
7304,http://www.google.com/univ/ko/dab-c,"array([  0.20320442, -15.01340393])"
7305,http://www.google.com/univ/ko/daebul,"array([ -0.39331695, -15.01391164])"
7306,http://www.google.com/univ/ko/daedong,"array([-5.20627924e-04, -1.46494863e+01])"
7307,http://www.google.com/univ/ko/daegu,"array([ -0.82190691, -14.7191056 ])"
7308,http://www.google.com/univ/ko/daejin,"array([ -0.59769777, -15.54279734])"
7309,http://www.google.com/univ/ko/daelim,"array([ -0.18414046, -15.4940208 ])"
7310,http://www.google.com/univ/ko/daewon,"array([ -0.60536923, -15.41599389])"
7311,http://www.google.com/univ/ko/dankook,"array([ -0.75341999, -15.12835933])"
7312,http://www.google.com/univ/ko/dcatholic,"array([ -0.90499329, -15.22607123])"
7313,http://www.google.com/univ/ko/dcc,"array([ -0.11542088, -14.39063892])"
7314,http://www.google.com/univ/ko/ddc,"array([ -0.59947375, -15.48223688])"
7315,http://www.google.com/univ/ko/dhu,"array([ -0.93171639, -15.10666207])"
7316,http://www.google.com/univ/ko/dit,"array([-1.38729639e-02, -1.54051497e+01])"
7317,http://www.google.com/univ/ko/dju,"array([ -0.82575293, -14.90754752])"
7318,http://www.google.com/univ/ko/donga,"array([ -0.70746182, -15.49181281])"
7319,http://www.google.com/univ/ko/dongac,"array([  0.02494   , -14.70972131])"
7320,http://www.google.com/univ/ko/dongduk,"array([ -0.49154995, -15.22528453])"
7321,http://www.google.com/univ/ko/dongeui,"array([ -0.3437488 , -15.50276112])"
7322,http://www.google.com/univ/ko/dongguk,"array([ -0.76370304, -15.00919915])"
7323,http://www.google.com/univ/ko/donghae,"array([ -0.76789135, -14.9420499 ])"
7324,http://www.google.com/univ/ko/dongju-c,"array([ -0.57886572, -15.08870403])"
7325,http://www.google.com/univ/ko/dongkang,"array([ -0.47296979, -14.94067389])"
7326,http://www.google.com/univ/ko/dongnam,"array([ -0.29422301, -15.42749752])"
7327,http://www.google.com/univ/ko/dongseo,"array([ -0.9461017 , -15.27569283])"
7328,http://www.google.com/univ/ko/dongshinu,"array([ -1.06562945, -14.98249735])"
7329,http://www.google.com/univ/ko/dongyang,"array([ -0.68675395, -14.76370655])"
7330,http://www.google.com/univ/ko/doowon,"array([  0.17248998, -15.12279242])"
7331,http://www.google.com/univ/ko/dove,"array([ -0.45997816, -15.00446662])"
7332,http://www.google.com/univ/ko/dpc,"array([ -0.28421317, -15.31144906])"
7333,http://www.google.com/univ/ko/dsc,"array([ -0.11108746, -14.81194677])"
7334,http://www.google.com/univ/ko/duc,"array([ -0.39933146, -15.4092388 ])"
7335,http://www.google.com/univ/ko/dufs,"array([ -0.39417859, -15.12601749])"
7336,http://www.google.com/univ/ko/duksung,"array([ -0.25676418, -14.44377336])"
7337,http://www.google.com/univ/ko/dyu,"array([  0.04517176, -15.42728673])"
7338,http://www.google.com/univ/ko/eulji,"array([ -0.54946493, -15.19742545])"
